ags,name,bundesland_id,bundesland,bevoelkerung_total,bevoelkerung_maennlich,bevoelkerung_weiblich,mj_wohnort_insgesamt,mj_wohnort_ausschliesslich,mj_wohnort_nebenjob,mj_arbeitsort_insgesamt,mj_arbeitsort_ausschliesslich,mj_arbeitsort_nebenjob,mj_wohnort_insgesamt_prozent,mj_wohnort_ausschliesslich_prozent,mj_wohnort_nebenjob_prozent,mj_arbeitsort_insgesamt_prozent,mj_arbeitsort_ausschliesslich_prozent,mj_arbeitsort_nebenjob_prozent
09678128,Euerbach,09,Bayern,3047,1529,1518,253,154,99,284,142,142,8.3,5.1,3.2,9.3,4.7,4.7
09678132,Geldersheim,09,Bayern,2967,1496,1471,236,134,102,146,86,60,8.0,4.5,3.4,4.9,2.9,2.0
09678135,Gochsheim,09,Bayern,6240,3067,3173,575,365,210,521,320,201,9.2,5.8,3.4,8.3,5.1,3.2
09678136,Grafenrheinfeld,09,Bayern,3440,1704,1736,352,235,117,242,162,80,10.2,6.8,3.4,7.0,4.7,2.3
09678138,Grettstadt,09,Bayern,4211,2116,2095,358,223,135,149,88,61,8.5,5.3,3.2,3.5,2.1,1.4
09678150,Kolitzheim,09,Bayern,5463,2741,2722,522,319,203,276,170,106,9.6,5.8,3.7,5.1,3.1,1.9
09678160,Niederwerrn,09,Bayern,7871,3905,3966,734,452,282,300,168,132,9.3,5.7,3.6,3.8,2.1,1.7
09678168,Poppenhausen,09,Bayern,4364,2186,2178,347,232,115,182,128,54,8.0,5.3,2.6,4.2,2.9,1.2
09678170,Röthlein,09,Bayern,4561,2247,2314,381,258,123,319,200,119,8.4,5.7,2.7,7.0,4.4,2.6
09678174,Schonungen,09,Bayern,7701,3866,3835,644,416,228,386,252,134,8.4,5.4,3.0,5.0,3.3,1.7
09678176,Schwebheim,09,Bayern,4164,2055,2109,361,220,141,380,210,170,8.7,5.3,3.4,9.1,5.0,4.1
09678178,Sennfeld,09,Bayern,4462,2222,2240,410,259,151,505,323,182,9.2,5.8,3.4,11.3,7.2,4.1
09678181,"Stadtlauringen, M",09,Bayern,4055,2026,2029,371,238,133,302,203,99,9.1,5.9,3.3,7.4,5.0,2.4
09678186,Üchtelhausen,09,Bayern,3880,1955,1925,310,212,98,140,78,62,8.0,5.5,2.5,3.6,2.0,1.6
09678190,Waigolshausen,09,Bayern,2770,1409,1361,200,124,76,79,61,18,7.2,4.5,2.7,2.9,2.2,0.6
09678192,Wasserlosen,09,Bayern,3404,1737,1667,282,193,89,105,75,30,8.3,5.7,2.6,3.1,2.2,0.9
09678193,"Werneck, M",09,Bayern,10206,5149,5057,830,530,300,843,532,311,8.1,5.2,2.9,8.3,5.2,3.0
09678122,Dingolshausen,09,Bayern,1322,671,651,117,80,37,58,34,24,8.9,6.1,2.8,4.4,2.6,1.8
09678124,Donnersdorf,09,Bayern,1946,1004,942,191,128,63,117,72,45,9.8,6.6,3.2,6.0,3.7,2.3
09678130,Frankenwinheim,09,Bayern,975,489,486,103,67,36,-1,-1,-1,10.6,6.9,3.7,-0.1,,
09678134,"Gerolzhofen, St",09,Bayern,6902,3382,3520,687,446,241,1072,700,372,10.0,6.5,3.5,15.5,10.1,5.4
09678153,Lülsfeld,09,Bayern,793,404,389,85,52,33,-1,-1,-1,10.7,6.6,4.2,-0.1,,
09678157,Michelau i.Steigerwald,09,Bayern,1104,559,545,107,75,32,47,23,24,9.7,6.8,2.9,4.3,2.1,2.2
