ags,name,bundesland_id,bundesland,bevoelkerung_total,bevoelkerung_maennlich,bevoelkerung_weiblich,mj_wohnort_insgesamt,mj_wohnort_ausschliesslich,mj_wohnort_nebenjob,mj_arbeitsort_insgesamt,mj_arbeitsort_ausschliesslich,mj_arbeitsort_nebenjob,mj_wohnort_insgesamt_prozent,mj_wohnort_ausschliesslich_prozent,mj_wohnort_nebenjob_prozent,mj_arbeitsort_insgesamt_prozent,mj_arbeitsort_ausschliesslich_prozent,mj_arbeitsort_nebenjob_prozent
16077016,Heukewalde,16,Thüringen,189,90,99,13,10,3,4,-1,-1,6.9,5.3,1.6,2.1,,
16077018,Jonaswalde,16,Thüringen,296,147,149,18,14,4,5,-1,-1,6.1,4.7,1.4,1.7,,
16077026,Löbichau,16,Thüringen,976,466,510,53,33,20,248,184,64,5.4,3.4,2.0,25.4,18.9,6.6
16077037,Nöbdenitz,16,Thüringen,870,433,437,42,31,11,39,33,6,4.8,3.6,1.3,4.5,3.8,0.7
16077041,Posterstein,16,Thüringen,430,212,218,26,17,9,22,17,5,6.0,4.0,2.1,5.1,4.0,1.2
16077047,Thonhausen,16,Thüringen,542,270,272,27,16,11,20,12,8,5.0,3.0,2.0,3.7,2.2,1.5
16077049,Vollmershain,16,Thüringen,324,159,165,19,11,8,10,-1,-1,5.9,3.4,2.5,3.1,,
16077051,Wildenbörten,16,Thüringen,258,135,123,11,8,3,8,5,3,4.3,3.1,1.2,3.1,1.9,1.2
16077012,"Gößnitz, Stadt",16,Thüringen,3511,1699,1812,171,138,33,103,77,26,4.9,3.9,0.9,2.9,2.2,0.7
16077017,Heyersdorf,16,Thüringen,126,67,59,7,-1,-1,-1,-1,-1,5.6,,,-0.8,,
16077039,Ponitz,16,Thüringen,1499,761,738,67,52,15,60,49,11,4.5,3.5,1.0,4.0,3.3,0.7
