ags,name,bundesland_id,bundesland,bevoelkerung_total,bevoelkerung_maennlich,bevoelkerung_weiblich,mj_wohnort_insgesamt,mj_wohnort_ausschliesslich,mj_wohnort_nebenjob,mj_arbeitsort_insgesamt,mj_arbeitsort_ausschliesslich,mj_arbeitsort_nebenjob,mj_wohnort_insgesamt_prozent,mj_wohnort_ausschliesslich_prozent,mj_wohnort_nebenjob_prozent,mj_arbeitsort_insgesamt_prozent,mj_arbeitsort_ausschliesslich_prozent,mj_arbeitsort_nebenjob_prozent
13075155,Neetzow-Liepen,13,Mecklenburg-Vorpommern,843,434,409,41,28,13,25,20,5,4.9,3.3,1.5,3.0,2.4,0.6
13075002,Alt Tellin,13,Mecklenburg-Vorpommern,407,203,204,13,-1,-1,10,-1,-1,3.2,,,2.5,,
13075009,Bentzin,13,Mecklenburg-Vorpommern,830,425,405,35,23,12,11,8,3,4.2,2.8,1.4,1.3,1.0,0.4
13075023,Daberkow,13,Mecklenburg-Vorpommern,356,191,165,16,-1,-1,16,13,3,4.5,,,4.5,3.7,0.8
13075054,"Jarmen, Stadt",13,Mecklenburg-Vorpommern,3015,1516,1499,127,110,17,120,102,18,4.2,3.6,0.6,4.0,3.4,0.6
13075070,Kruckow,13,Mecklenburg-Vorpommern,652,332,320,31,28,3,14,14,n/a,4.8,4.3,0.5,2.1,2.1,
13075134,Tutow,13,Mecklenburg-Vorpommern,1196,607,589,53,42,11,75,59,16,4.4,3.5,0.9,6.3,4.9,1.3
13075140,Völschow,13,Mecklenburg-Vorpommern,483,258,225,26,19,7,-1,-1,-1,5.4,3.9,1.4,-0.2,,
13075008,Behrenhoff,13,Mecklenburg-Vorpommern,766,397,369,42,26,16,24,17,7,5.5,3.4,2.1,3.1,2.2,0.9
13075025,Dargelin,13,Mecklenburg-Vorpommern,347,180,167,22,16,6,5,-1,-1,6.3,4.6,1.7,1.4,,
13075027,Dersekow,13,Mecklenburg-Vorpommern,1048,532,516,48,33,15,32,23,9,4.6,3.1,1.4,3.1,2.2,0.9
13075028,Diedrichshagen,13,Mecklenburg-Vorpommern,543,275,268,19,12,7,11,7,4,3.5,2.2,1.3,2.0,1.3,0.7
13075050,Hinrichshagen,13,Mecklenburg-Vorpommern,840,426,414,34,25,9,19,9,10,4.0,3.0,1.1,2.3,1.1,1.2
13075076,Levenhagen,13,Mecklenburg-Vorpommern,395,209,186,12,8,4,-1,-1,-1,3.0,2.0,1.0,-0.3,,
13075091,Mesekenhagen,13,Mecklenburg-Vorpommern,1008,516,492,44,25,19,29,21,8,4.4,2.5,1.9,2.9,2.1,0.8
13075102,Neuenkirchen,13,Mecklenburg-Vorpommern,2373,1177,1196,103,68,35,138,107,31,4.3,2.9,1.5,5.8,4.5,1.3
13075141,Wackerow,13,Mecklenburg-Vorpommern,1360,682,678,60,41,19,12,7,5,4.4,3.0,1.4,0.9,0.5,0.4
13075142,Weitenhagen,13,Mecklenburg-Vorpommern,1469,740,729,55,37,18,41,26,15,3.7,2.5,1.2,2.8,1.8,1.0
13075011,Bergholz,13,Mecklenburg-Vorpommern,342,174,168,12,-1,-1,-1,-1,-1,3.5,,,-0.3,,
13075012,Blankensee,13,Mecklenburg-Vorpommern,572,294,278,18,13,5,-1,-1,-1,3.1,2.3,0.9,-0.2,,
13075016,Boock,13,Mecklenburg-Vorpommern,581,303,278,21,17,4,13,-1,-1,3.6,2.9,0.7,2.2,,
13075035,Glasow,13,Mecklenburg-Vorpommern,150,86,64,10,-1,-1,-1,-1,-1,6.7,,,-0.7,,
13075038,Grambow,13,Mecklenburg-Vorpommern,875,451,424,30,22,8,11,8,3,3.4,2.5,0.9,1.3,0.9,0.3
13075067,Krackow,13,Mecklenburg-Vorpommern,671,351,320,30,23,7,24,18,6,4.5,3.4,1.0,3.6,2.7,0.9
13075079,Löcknitz,13,Mecklenburg-Vorpommern,3192,1512,1680,133,112,21,113,91,22,4.2,3.5,0.7,3.5,2.9,0.7
13075095,Nadrensee,13,Mecklenburg-Vorpommern,377,182,195,13,6,7,14,10,4,3.4,1.6,1.9,3.7,2.7,1.1
13075107,"Penkun, Stadt",13,Mecklenburg-Vorpommern,1899,968,931,88,73,15,65,54,11,4.6,3.8,0.8,3.4,2.8,0.6
13075108,Plöwen,13,Mecklenburg-Vorpommern,409,234,175,9,-1,-1,8,-1,-1,2.2,,,2.0,,
13075113,Ramin,13,Mecklenburg-Vorpommern,660,350,310,13,10,3,6,3,3,2.0,1.5,0.5,0.9,0.5,0.5
13075117,Rossow,13,Mecklenburg-Vorpommern,440,223,217,20,17,3,7,7,n/a,4.5,3.9,0.7,1.6,1.6,
13075119,Rothenklempenow,13,Mecklenburg-Vorpommern,631,325,306,17,12,5,14,-1,-1,2.7,1.9,0.8,2.2,,
13075018,Brünzow,13,Mecklenburg-Vorpommern,621,312,309,21,12,9,16,12,4,3.4,1.9,1.4,2.6,1.9,0.6
13075046,Hanshagen,13,Mecklenburg-Vorpommern,901,443,458,50,33,17,34,25,9,5.5,3.7,1.9,3.8,2.8,1.0
13075059,Katzow,13,Mecklenburg-Vorpommern,617,322,295,36,28,8,27,24,3,5.8,4.5,1.3,4.4,3.9,0.5
13075060,Kemnitz,13,Mecklenburg-Vorpommern,1105,558,547,47,31,16,26,20,6,4.3,2.8,1.4,2.4,1.8,0.5
13075069,Kröslin,13,Mecklenburg-Vorpommern,1807,899,908,88,66,22,65,52,13,4.9,3.7,1.2,3.6,2.9,0.7
13075081,Loissin,13,Mecklenburg-Vorpommern,773,419,354,33,25,8,21,18,3,4.3,3.2,1.0,2.7,2.3,0.4
13075083,Lubmin,13,Mecklenburg-Vorpommern,2120,1023,1097,82,66,16,127,98,29,3.9,3.1,0.8,6.0,4.6,1.4
