ags,name,bundesland_id,bundesland,bevoelkerung_total,bevoelkerung_maennlich,bevoelkerung_weiblich,mj_wohnort_insgesamt,mj_wohnort_ausschliesslich,mj_wohnort_nebenjob,mj_arbeitsort_insgesamt,mj_arbeitsort_ausschliesslich,mj_arbeitsort_nebenjob,mj_wohnort_insgesamt_prozent,mj_wohnort_ausschliesslich_prozent,mj_wohnort_nebenjob_prozent,mj_arbeitsort_insgesamt_prozent,mj_arbeitsort_ausschliesslich_prozent,mj_arbeitsort_nebenjob_prozent
15088020,"Bad Dürrenberg, Stadt",15,Sachsen-Anhalt,11763,5796,5967,476,357,119,332,246,86,4.0,3.0,1.0,2.8,2.1,0.7
15088025,"Bad Lauchstädt, Goethestadt",15,Sachsen-Anhalt,8817,4350,4467,415,327,88,272,209,63,4.7,3.7,1.0,3.1,2.4,0.7
15088065,"Braunsbedra, Stadt",15,Sachsen-Anhalt,11167,5714,5453,449,359,90,654,492,162,4.0,3.2,0.8,5.9,4.4,1.5
15088150,Kabelsketal,15,Sachsen-Anhalt,8767,4424,4343,435,307,128,557,420,137,5.0,3.5,1.5,6.4,4.8,1.6
15088195,"Landsberg, Stadt",15,Sachsen-Anhalt,14996,7517,7479,667,427,240,788,543,245,4.4,2.8,1.6,5.3,3.6,1.6
15088205,"Leuna, Stadt",15,Sachsen-Anhalt,13832,6889,6943,660,490,170,1473,1256,217,4.8,3.5,1.2,10.6,9.1,1.6
15088216,"Wettin-Löbejün, Stadt",15,Sachsen-Anhalt,9955,4935,5020,478,347,131,255,200,55,4.8,3.5,1.3,2.6,2.0,0.6
15088220,"Merseburg, Stadt",15,Sachsen-Anhalt,34052,16481,17571,1555,1258,297,1842,1450,392,4.6,3.7,0.9,5.4,4.3,1.2
15088235,"Mücheln (Geiseltal), Stadt",15,Sachsen-Anhalt,9057,4506,4551,351,265,86,249,189,60,3.9,2.9,0.9,2.7,2.1,0.7
15088295,Petersberg,15,Sachsen-Anhalt,9677,4821,4856,441,308,133,298,234,64,4.6,3.2,1.4,3.1,2.4,0.7
15088305,"Querfurt, Stadt",15,Sachsen-Anhalt,10984,5355,5629,606,443,163,626,453,173,5.5,4.0,1.5,5.7,4.1,1.6
15088319,Salzatal,15,Sachsen-Anhalt,11566,5642,5924,525,371,154,357,279,78,4.5,3.2,1.3,3.1,2.4,0.7
15088330,Schkopau,15,Sachsen-Anhalt,10935,5471,5464,484,342,142,320,231,89,4.4,3.1,1.3,2.9,2.1,0.8
15088365,Teutschenthal,15,Sachsen-Anhalt,12956,6436,6520,554,403,151,427,314,113,4.3,3.1,1.2,3.3,2.4,0.9
15088030,Barnstädt,15,Sachsen-Anhalt,1003,511,492,64,53,11,25,22,3,6.4,5.3,1.1,2.5,2.2,0.3
15088100,Farnstädt,15,Sachsen-Anhalt,1487,754,733,72,55,17,19,-1,-1,4.8,3.7,1.1,1.3,,
15088250,Nemsdorf-Göhrendorf,15,Sachsen-Anhalt,855,449,406,39,29,10,22,-1,-1,4.6,3.4,1.2,2.6,,
15088265,Obhausen,15,Sachsen-Anhalt,2261,1141,1120,85,61,24,36,29,7,3.8,2.7,1.1,1.6,1.3,0.3
15088340,"Schraplau, Stadt",15,Sachsen-Anhalt,1142,568,574,50,38,12,30,25,5,4.4,3.3,1.1,2.6,2.2,0.4
15088355,Steigra,15,Sachsen-Anhalt,1159,579,580,60,49,11,61,51,10,5.2,4.2,0.9,5.3,4.4,0.9
15089015,"Aschersleben, Stadt",15,Sachsen-Anhalt,27793,13440,14353,1423,1161,262,1424,1145,279,5.1,4.2,0.9,5.1,4.1,1.0
15089026,"Barby, Stadt",15,Sachsen-Anhalt,8665,4288,4377,383,305,78,285,224,61,4.4,3.5,0.9,3.3,2.6,0.7
15089030,"Bernburg (Saale), Stadt",15,Sachsen-Anhalt,33920,16606,17314,1607,1274,333,1479,1140,339,4.7,3.8,1.0,4.4,3.4,1.0
15089042,Bördeland,15,Sachsen-Anhalt,7641,3817,3824,327,224,103,212,156,56,4.3,2.9,1.3,2.8,2.0,0.7
15089055,"Calbe (Saale), Stadt",15,Sachsen-Anhalt,8994,4344,4650,436,364,72,434,339,95,4.8,4.0,0.8,4.8,3.8,1.1
15089175,"Hecklingen, Stadt",15,Sachsen-Anhalt,7185,3550,3635,252,195,57,222,168,54,3.5,2.7,0.8,3.1,2.3,0.8
15089195,"Könnern, Stadt",15,Sachsen-Anhalt,8603,4270,4333,375,295,80,235,189,46,4.4,3.4,0.9,2.7,2.2,0.5
15089235,"Nienburg (Saale), Stadt",15,Sachsen-Anhalt,6460,3204,3256,249,188,61,133,104,29,3.9,2.9,0.9,2.1,1.6,0.4
15089305,"Schönebeck (Elbe), Stadt",15,Sachsen-Anhalt,31366,15158,16208,1490,1161,329,1515,1174,341,4.8,3.7,1.0,4.8,3.7,1.1
15089307,"Seeland, Stadt",15,Sachsen-Anhalt,8257,4112,4145,255,193,62,272,212,60,3.1,2.3,0.8,3.3,2.6,0.7
15089310,"Staßfurt, Stadt",15,Sachsen-Anhalt,26634,12945,13689,1279,995,284,1137,873,264,4.8,3.7,1.1,4.3,3.3,1.0
15089041,Bördeaue,15,Sachsen-Anhalt,1839,910,929,89,68,21,79,68,11,4.8,3.7,1.1,4.3,3.7,0.6
15089043,Börde-Hakel,15,Sachsen-Anhalt,3104,1554,1550,116,91,25,64,46,18,3.7,2.9,0.8,2.1,1.5,0.6
15089045,Borne,15,Sachsen-Anhalt,1250,636,614,56,44,12,30,23,7,4.5,3.5,1.0,2.4,1.8,0.6
15089075,"Egeln, Stadt",15,Sachsen-Anhalt,3394,1668,1726,179,134,45,222,168,54,5.3,3.9,1.3,6.5,4.9,1.6
15089365,Wolmirsleben,15,Sachsen-Anhalt,1351,672,679,58,46,12,32,21,11,4.3,3.4,0.9,2.4,1.6,0.8
