ags,name,bundesland_id,bundesland,bevoelkerung_total,bevoelkerung_maennlich,bevoelkerung_weiblich,mj_wohnort_insgesamt,mj_wohnort_ausschliesslich,mj_wohnort_nebenjob,mj_arbeitsort_insgesamt,mj_arbeitsort_ausschliesslich,mj_arbeitsort_nebenjob,mj_wohnort_insgesamt_prozent,mj_wohnort_ausschliesslich_prozent,mj_wohnort_nebenjob_prozent,mj_arbeitsort_insgesamt_prozent,mj_arbeitsort_ausschliesslich_prozent,mj_arbeitsort_nebenjob_prozent
07336077,Pfeffelbach,07,Rheinland-Pfalz,889,440,449,59,42,17,37,25,12,6.6,4.7,1.9,4.2,2.8,1.3
07336084,Reichweiler,07,Rheinland-Pfalz,539,269,270,42,25,17,-1,-1,-1,7.8,4.6,3.2,-0.2,,
07336088,Ruthweiler,07,Rheinland-Pfalz,449,234,215,54,39,15,4,-1,-1,12.0,8.7,3.3,0.9,,
07336091,Schellweiler,07,Rheinland-Pfalz,510,256,254,44,27,17,-1,-1,-1,8.6,5.3,3.3,-0.2,,
07336094,Selchenbach,07,Rheinland-Pfalz,329,164,165,26,20,6,-1,n/a,-1,7.9,6.1,1.8,-0.3,,
07336097,Thallichtenberg,07,Rheinland-Pfalz,549,281,268,69,48,21,58,42,16,12.6,8.7,3.8,10.6,7.7,2.9
07336098,Theisbergstegen,07,Rheinland-Pfalz,682,337,345,53,38,15,28,20,8,7.8,5.6,2.2,4.1,2.9,1.2
07336004,Altenkirchen,07,Rheinland-Pfalz,1316,674,642,123,94,29,61,45,16,9.3,7.1,2.2,4.6,3.4,1.2
07336011,Brücken (Pfalz),07,Rheinland-Pfalz,2146,1078,1068,171,124,47,102,75,27,8.0,5.8,2.2,4.8,3.5,1.3
07336016,Dittweiler,07,Rheinland-Pfalz,801,400,401,61,38,23,17,11,6,7.6,4.7,2.9,2.1,1.4,0.7
07336027,Frohnhofen,07,Rheinland-Pfalz,525,264,261,45,33,12,16,-1,-1,8.6,6.3,2.3,3.0,,
07336032,Gries,07,Rheinland-Pfalz,1020,513,507,72,52,20,35,28,7,7.1,5.1,2.0,3.4,2.7,0.7
07336076,Ohmbach,07,Rheinland-Pfalz,816,413,403,68,53,15,29,21,8,8.3,6.5,1.8,3.6,2.6,1.0
07336092,Schönenberg-Kübelberg,07,Rheinland-Pfalz,5543,2729,2814,457,325,132,353,239,114,8.2,5.9,2.4,6.4,4.3,2.1
07336010,Breitenbach,07,Rheinland-Pfalz,1826,910,916,158,113,45,133,88,45,8.7,6.2,2.5,7.3,4.8,2.5
07336017,Dunzweiler,07,Rheinland-Pfalz,877,426,451,71,49,22,22,19,3,8.1,5.6,2.5,2.5,2.2,0.3
07336102,Waldmohr,07,Rheinland-Pfalz,5194,2542,2652,380,253,127,531,349,182,7.3,4.9,2.4,10.2,6.7,3.5
