ags,name,bundesland_id,bundesland,bevoelkerung_total,bevoelkerung_maennlich,bevoelkerung_weiblich,mj_wohnort_insgesamt,mj_wohnort_ausschliesslich,mj_wohnort_nebenjob,mj_arbeitsort_insgesamt,mj_arbeitsort_ausschliesslich,mj_arbeitsort_nebenjob,mj_wohnort_insgesamt_prozent,mj_wohnort_ausschliesslich_prozent,mj_wohnort_nebenjob_prozent,mj_arbeitsort_insgesamt_prozent,mj_arbeitsort_ausschliesslich_prozent,mj_arbeitsort_nebenjob_prozent
03452013,Juist,03,Niedersachsen,1596,778,818,150,67,83,131,67,64,9.4,4.2,5.2,8.2,4.2,4.0
03452014,Krummhörn,03,Niedersachsen,12123,5997,6126,1333,1034,299,1104,877,227,11.0,8.5,2.5,9.1,7.2,1.9
03452019,"Norden, Stadt",03,Niedersachsen,25117,12163,12954,2392,1834,558,2855,2216,639,9.5,7.3,2.2,11.4,8.8,2.5
03452020,"Norderney, Stadt",03,Niedersachsen,5935,2815,3120,717,343,374,721,353,368,12.1,5.8,6.3,12.1,5.9,6.2
03452023,Südbrookmerland,03,Niedersachsen,18573,9260,9313,1980,1615,365,1388,1066,322,10.7,8.7,2.0,7.5,5.7,1.7
03452025,"Wiesmoor, Stadt",03,Niedersachsen,13005,6292,6713,1416,1098,318,1693,1363,330,10.9,8.4,2.4,13.0,10.5,2.5
03452027,Dornum,03,Niedersachsen,4636,2326,2310,407,314,93,394,307,87,8.8,6.8,2.0,8.5,6.6,1.9
03452015,Leezdorf,03,Niedersachsen,1886,928,958,192,149,43,81,65,16,10.2,7.9,2.3,4.3,3.4,0.8
03452017,"Marienhafe, Flecken",03,Niedersachsen,2336,1097,1239,212,167,45,307,254,53,9.1,7.1,1.9,13.1,10.9,2.3
03452021,Osteel,03,Niedersachsen,2211,1109,1102,210,165,45,62,45,17,9.5,7.5,2.0,2.8,2.0,0.8
