ags,name,bundesland_id,bundesland,bevoelkerung_total,bevoelkerung_maennlich,bevoelkerung_weiblich,mj_wohnort_insgesamt,mj_wohnort_ausschliesslich,mj_wohnort_nebenjob,mj_arbeitsort_insgesamt,mj_arbeitsort_ausschliesslich,mj_arbeitsort_nebenjob,mj_wohnort_insgesamt_prozent,mj_wohnort_ausschliesslich_prozent,mj_wohnort_nebenjob_prozent,mj_arbeitsort_insgesamt_prozent,mj_arbeitsort_ausschliesslich_prozent,mj_arbeitsort_nebenjob_prozent
14729270,"Markranstädt, Stadt",14,Sachsen,15119,7332,7787,750,518,232,651,443,208,5.0,3.4,1.5,4.3,2.9,1.4
14729320,Neukieritzsch,14,Sachsen,6879,3361,3518,306,229,77,167,128,39,4.4,3.3,1.1,2.4,1.9,0.6
14729360,"Regis-Breitingen, Stadt",14,Sachsen,4020,2088,1932,193,141,52,99,72,27,4.8,3.5,1.3,2.5,1.8,0.7
14729370,"Rötha, Stadt",14,Sachsen,6118,3109,3009,160,114,46,152,110,42,2.6,1.9,0.8,2.5,1.8,0.7
14729380,Thallwitz,14,Sachsen,3563,1819,1744,234,176,58,122,88,34,6.6,4.9,1.6,3.4,2.5,1.0
14729400,"Trebsen/Mulde, Stadt",14,Sachsen,3854,1922,1932,178,126,52,105,72,33,4.6,3.3,1.3,2.7,1.9,0.9
14729410,"Wurzen, Stadt",14,Sachsen,16364,7850,8514,858,618,240,769,550,219,5.2,3.8,1.5,4.7,3.4,1.3
14729430,"Zwenkau, Stadt",14,Sachsen,8908,4365,4543,478,364,114,454,350,104,5.4,4.1,1.3,5.1,3.9,1.2
14729010,"Bad Lausick, Stadt",14,Sachsen,8090,3962,4128,416,300,116,318,231,87,5.1,3.7,1.4,3.9,2.9,1.1
14729330,Otterwisch,14,Sachsen,1421,715,706,70,50,20,-1,-1,-1,4.9,3.5,1.4,-0.1,,
14729150,"Geithain, Stadt",14,Sachsen,5439,2656,2783,275,214,61,294,241,53,5.1,3.9,1.1,5.4,4.4,1.0
14729290,Narsdorf,14,Sachsen,1659,842,817,78,58,20,38,29,9,4.7,3.5,1.2,2.3,1.7,0.5
14729020,Belgershain,14,Sachsen,3339,1663,1676,165,107,58,81,52,29,4.9,3.2,1.7,2.4,1.6,0.9
14729300,"Naunhof, Stadt",14,Sachsen,8618,4229,4389,463,320,143,357,262,95,5.4,3.7,1.7,4.1,3.0,1.1
14729340,Parthenstein,14,Sachsen,3459,1742,1717,184,115,69,114,75,39,5.3,3.3,2.0,3.3,2.2,1.1
14729100,Elstertrebnitz,14,Sachsen,1283,653,630,66,51,15,-1,-1,-1,5.1,4.0,1.2,-0.1,,
14729350,"Pegau, Stadt",14,Sachsen,6251,3054,3197,318,205,113,215,157,58,5.1,3.3,1.8,3.4,2.5,0.9
14730020,"Bad Düben, Stadt",14,Sachsen,7956,3868,4088,437,342,95,380,290,90,5.5,4.3,1.2,4.8,3.6,1.1
14730045,"Belgern-Schildau, Stadt",14,Sachsen,7889,3972,3917,338,257,81,229,165,64,4.3,3.3,1.0,2.9,2.1,0.8
14730050,Cavertitz,14,Sachsen,2260,1163,1097,106,74,32,103,78,25,4.7,3.3,1.4,4.6,3.5,1.1
14730060,"Dahlen, Stadt",14,Sachsen,4270,2075,2195,248,177,71,167,118,49,5.8,4.1,1.7,3.9,2.8,1.1
14730070,"Delitzsch, Stadt",14,Sachsen,24850,12190,12660,1393,1018,375,1092,814,278,5.6,4.1,1.5,4.4,3.3,1.1
14730080,Doberschütz,14,Sachsen,4100,2043,2057,203,150,53,170,129,41,5.0,3.7,1.3,4.1,3.1,1.0
14730110,"Eilenburg, Stadt",14,Sachsen,15452,7436,8016,848,678,170,613,467,146,5.5,4.4,1.1,4.0,3.0,0.9
14730160,Laußig,14,Sachsen,3764,1915,1849,170,122,48,86,65,21,4.5,3.2,1.3,2.3,1.7,0.6
14730170,Liebschützberg,14,Sachsen,2996,1528,1468,149,106,43,109,77,32,5.0,3.5,1.4,3.6,2.6,1.1
14730180,Löbnitz,14,Sachsen,2065,1026,1039,125,90,35,81,61,20,6.1,4.4,1.7,3.9,3.0,1.0
14730190,Mockrehna,14,Sachsen,5023,2540,2483,227,171,56,184,145,39,4.5,3.4,1.1,3.7,2.9,0.8
